Year,Quarter,Report Type,PDF Link,Format
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/Situacion-Economico-Financiera-4to-Trimestre.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/ESTADO-DE-EJECUCION-DE-RECURSOS-2.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/ESTADO-DE-EJECUCION-DE-RECURSOS-1.pdf,text
2022.0,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/ESTADO-DE-EJECUCION-DE-RECURSOS-4°TRE-2022.pdf,text
2022.0,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-4°TRE-2022.pdf,text
,Q1,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/ESTADO-DE-EJECUCION-DE-GASTOS-CON-PERSPECTIVA-DE-GENERO-2.pdf,text
,3Q,Estados Financieros,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/SITUACION-ECONOMICA-FINANCIERA-3°TRIMESTRE.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-2.pdf,text
,4Q,Estados Financieros,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/SITUACION-ECONOMICA-FINANCIERA-4°TRIMESTRE.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/Estado-de-Ejecucion-de-Gastos-por-Fuente-de-Financiamiento-Junio.pdf,text
2022.0,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-4°TRE-2022.pdf,text
2021.0,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/2021 SERVICIOS PUBLICOS.pdf,text
2022.0,3Q,Estados Financieros,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/SITUACION-ECONOMICA-FINANCIERA-3°TRI-2022.pdf,text
2022.0,,Salud Pública,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/CAIF-4°TRE-2022.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO.pdf,text
2023.0,4Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/ESTADO-DE-EJECUCION-DE-GASTOS-POR-PERSPECTIVA-DE-GENERO-4°TRIMESTRE-2023.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-1.pdf,text
2022.0,3Q,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/Cuenta-Ahorro-Inversion-Financiamiento-Marzo.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/RECURSOS-POR-PROCEDENCIA.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/pdfs/Situacion-Economico-Financiera-Marzo.pdf,text
2022.0,3Q,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Recursos/ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022_c401cfab.pdf,text
2022.0,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-4°TRE-2022_7204f82a.pdf,text
2022.0,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-4°TRE-2022_8bf8fc90.pdf,text
2022.0,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-4°TRE-2022.pdf,text
2022.0,3Q,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Recursos/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRI-2022_ab419cf2.pdf,text
2022.0,3Q,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Recursos/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRI-2022.pdf,text
2022.0,3Q,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Recursos/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRI-2022.pdf,text
2022.0,3Q,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Recursos/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRI-2022_8d6f28cf.pdf,text
2022.0,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-4°TRE-2022.pdf,text
2022.0,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-4°TRE-2022.pdf,text
2022.0,3Q,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Recursos/ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022.pdf,text
2022.0,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-4°TRE-2022_4afedf8d.pdf,text
2022.0,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-4°TRE-2022_f0a524f4.pdf,text
2022.0,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-4°TRE-2022.pdf,text
2022.0,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-4°TRE-2022.pdf,text
2022.0,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-4°TRE-2022.pdf,text
2022.0,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-4°TRE-2022_75d3b177.pdf,text
2022.0,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-4°TRE-2022_4a083772.pdf,text
2022.0,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-4°TRE-2022_5543a0b6.pdf,text
2022.0,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-4°TRE-2022.pdf,text
2022.0,3Q,Salud Pública,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Salud_Pública/CAIF-3°TRI-2022_b2f1065c.pdf,text
2022.0,,Salud Pública,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Salud_Pública/CAIF-4°TRE-2022_9bba3d1a.pdf,text
2022.0,3Q,Salud Pública,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Salud_Pública/CAIF-3°TRI-2022.pdf,text
2022.0,,Salud Pública,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Salud_Pública/CAIF-4°TRE-2022.pdf,text
2022.0,3Q,Estados Financieros,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Estados_Financieros/SITUACION-ECONOMICA-FINANCIERA-3°TRI-2022_ac0caf67.pdf,text
2022.0,,Estados Financieros,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Estados_Financieros/SITUACION-ECONOMICA-FINANCIERA-4°TRE-2022.pdf,text
2022.0,,Estados Financieros,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Estados_Financieros/SITUACION-ECONOMICA-FINANCIERA-4°TRE-2022_d8bfffdd.pdf,text
2022.0,3Q,Estados Financieros,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2022/Estados_Financieros/SITUACION-ECONOMICA-FINANCIERA-3°TRI-2022.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA_f201f0fd.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-2_0234d274.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/Estado-de-Ejecucion-de-Recursos-por-Procedencia-Marzo_b8fd4047.pdf,text
2023.0,4Q,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-2023-4°TRI.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-1_37b9eadd.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/Estado-de-Ejecucion-de-Recursos-por-Procedencia-Marzo.pdf,text
2023.0,4Q,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-2023-4°TRI_648e058f.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS.pdf,text
2023.0,4Q,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-2023-4°TRI.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO_308daa7e.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS_1fdbe0ce.pdf,text
2023.0,4Q,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-2023-4°TRI.pdf,text
,3Q,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-3°TRIMESTRE.pdf,text
,3Q,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRIMESTRE.pdf,text
,3Q,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRIMESTRE_d4ad8d51.pdf,text
,3Q,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRIMESTRE.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/Estado-de-Ejecucion-de-Recursos-por-Procedencia-Junio.pdf,text
,3Q,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-3°TRIMESTRE_d35c0fe4.pdf,text
2023.0,4Q,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-2023-4°TRI_0ac5b509.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-1.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-1_8ba792ed.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-2_7232b707.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-2.pdf,text
,3Q,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRIMESTRE_c785170f.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-2.pdf,text
2057.0,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/Estado-de-Ejecucion-de-Recursos-por-Procedencia-Junio_9ca20572.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-1_4f9f36eb.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-1.pdf,text
2023.0,4Q,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-2023-4°TRI_1d993b32.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-2.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-1.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO.pdf,text
,,Ejecución de Recursos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Recursos/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-2_3d259a10.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/Estado-de-Ejecucion-de-Gastos-por-Fuente-de-Financiamiento-Junio_34ad4c9b.pdf,text
,Q1,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/Estado-de-Ejecucion-de-Gastos-con-Perspectiva-de-Genero-Junio.pdf,text
,3Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-3°TRIMESTRE_f7d12a5f.pdf,text
2023.0,4Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-2023-4°TRI_782401fa.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-copia_e603a19d.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-2_e00625e9.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-2_2db8629d.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-copia.pdf,text
,3Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-CON-PERSPECTIVA-DE-GENERO-3°TRIMESTRE.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-copia.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-2_7ae065cb.pdf,text
2023.0,4Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-2023-4°TRI_c79cc06e.pdf,text
