Year,Quarter,Report Type,PDF Link,Format
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-1_338d773b.pdf,text
,3Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-3°TRIMESTRE.pdf,text
,3Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-CON-PERSPECTIVA-DE-GENERO-3°TRIMESTRE_ae54edfb.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-copia.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-2.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/Estado-de-Ejecucion-de-Gastos-por-Fuente-de-Financiamiento-Marzo.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-1.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/Estado-de-Ejecucion-de-Gastos-por-Fuente-de-Financiamiento-4toTrimestres_1bc732bc.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/Estado-de-Ejecucion-de-Gastos-por-Fuente-de-Financiamiento-4toTrimestres.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-2.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-2_46e31617.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-1.pdf,text
2023.0,4Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-2023-4°TRI.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-1.pdf,text
,3Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-3°TRIMESTRE_64a8adaf.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADOS-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-2.pdf,text
,Q1,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-CON-PERSPECTIVA-DE-GENERO-2_910a81f6.pdf,text
,3Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-3°TRIMESTRE_4e83b6de.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/Estado-de-Ejecucion-de-Gastos-por-Fuente-de-Financiamiento-3er-Trimestres_c598acc5.pdf,text
,Q1,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/Estado-de-Ejecucion-de-Gastos-con-Perspectiva-de-Genero-Junio_e4f48d0c.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-copia_a4b793dd.pdf,text
2023.0,4Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-2023-4°TRI.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-2.pdf,text
,3Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-3°TRIMESTRE.pdf,text
2023.0,4Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-2023-4°TRI.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/Estado-de-Ejecucion-de-Gastos-por-Fuente-de-Financiamiento-3er-Trimestres.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-1.pdf,text
2023.0,4Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-2023-4°TRI.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS_b587c3d0.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION.pdf,text
,Q1,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/Estado-de-Ejecucion-de-Gastos-con-Perspectiva-de-Genero-Marzo.pdf,text
,3Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-3°TRIMESTRE.pdf,text
,3Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-3°TRIMESTRE.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-1_ee8a3c2a.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/Estado-de-Ejecucion-de-Gastos-por-Fuente-de-Financiamiento-Marzo_e2ddf5be.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-1_787feaa0.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO_a841f43f.pdf,text
,3Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-3°TRIMESTRE_5872165b.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION_52df6398.pdf,text
2023.0,4Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-2023-4°TRI_f8376937.pdf,text
,Q1,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-CON-PERSPECTIVA-DE-GENERO-2.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-1_465dae3e.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-copia_476def09.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/Estado-de-Ejecucion-de-Gastos-por-Fuente-de-Financiamiento-Junio.pdf,text
,Q1,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/Estado-de-Ejecucion-de-Gastos-con-Perspectiva-de-Genero-Marzo_32b51dd3.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADOS-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS_91849815.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO.pdf,text
2023.0,4Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-PERSPECTIVA-DE-GENERO-4°TRIMESTRE-2023_2e1515de.pdf,text
2023.0,4Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-PERSPECTIVA-DE-GENERO-4°TRIMESTRE-2023.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.pdf,text
,,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO_4306f1e4.pdf,text
2023.0,4Q,Ejecución de Gastos,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Ejecución_de_Gastos/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-2023-4°TRI_53306e11.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/ANEXO-II-ZONAS-IMPOSITIVAS.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/Situacion-Economico-Financiera-Marzo_0b09f420.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/Situacion-Economico-Financiera-3er-Trimestre_f5cc5695.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/GASTOS-POR-FUENTE-DE-FINANCIAMIENTO.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/RECURSOS-POR-PROCEDENCIA_6a7ceab2.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/Situacion-Economico-Financiera-Junio.pdf,text
2023.0,4Q,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/CUENTA-AHORRO-INVERSION-FINANCIAMIENTO-4°TRIMESTRE-2023.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/SITUACION-ECONOMICO-FINANCIERA.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/Cuenta-Ahorro-Inversion-Financiamiento-4to-Trimestre.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/Cuenta-Ahorro-Inversion-Financiamiento-Marzo_a87d6bcd.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/Situacion-Economico-Financiera-4to-Trimestre_f901b71d.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/Cuenta-Ahorro-Inversion-Financiamiento-4to-Trimestre_f1bd5e53.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/GASTOS-POR-FUENTE-DE-FINANCIAMIENTO_4125c24f.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/Situacion-Economico-Financiera-Junio_c96a1ed2.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/Situacion-Economico-Financiera-3er-Trimestre.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/SITUACION-ECONOMICO-FINANCIERA_1c364856.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/Situacion-Economico-Financiera-4to-Trimestre.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/ANEXO-II-ZONAS-IMPOSITIVAS_12741d79.pdf,text
2023.0,4Q,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/CUENTA-AHORRO-INVERSION-FINANCIAMIENTO-4°TRIMESTRE-2023_d4c4f376.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/Cuenta-Ahorro-Inversion-Financiamiento-Marzo.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/RECURSOS-POR-PROCEDENCIA.pdf,text
,,Documentos Municipales,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Documentos_Generales/Situacion-Economico-Financiera-Marzo.pdf,text
,,Salud Pública,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Salud_Pública/CAIF-2_d380dbf7.pdf,text
,,Salud Pública,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Salud_Pública/CAIF-1.pdf,text
,3Q,Salud Pública,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Salud_Pública/CAIF-3°TRIMESTRE.pdf,text
,,Salud Pública,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Salud_Pública/CAIF-2.pdf,text
,3Q,Salud Pública,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Salud_Pública/CAIF-3°TRIMESTRE_d258fe45.pdf,text
,,Salud Pública,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Salud_Pública/CAIF-3.pdf,text
,,Salud Pública,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Salud_Pública/CAIF-1_6735bd3e.pdf,text
,,Salud Pública,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Salud_Pública/CAIF-3_8ce662a5.pdf,text
,3Q,Estados Financieros,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Estados_Financieros/SITUACION-ECONOMICA-FINANCIERA-3°TRIMESTRE_6a278588.pdf,text
,,Estados Financieros,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Estados_Financieros/Situacion-Economica-Financiera-al-30-06-23.pdf,scanned
,,Estados Financieros,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Estados_Financieros/Situacion-Economica-Financiera-al-30-06-23_2f6a43c4.pdf,scanned
,,Estados Financieros,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Estados_Financieros/SITUACION-ECONOMICA-FINANCIERA.pdf,text
,,Estados Financieros,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Estados_Financieros/SITUACION-ECONOMICA-FINANCIERA-1_d53d9da0.pdf,text
,4Q,Estados Financieros,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Estados_Financieros/SITUACION-ECONOMICA-FINANCIERA-4°TRIMESTRE_2ba47d2c.pdf,text
,,Estados Financieros,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Estados_Financieros/SITUACION-ECONOMICA-FINANCIERA-1.pdf,text
,,Estados Financieros,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Estados_Financieros/SITUACION-ECONOMICA-FINANCIERA-2.pdf,text
,,Estados Financieros,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Estados_Financieros/SITUACION-ECONOMICA-FINANCIERA_12c15f37.pdf,text
,,Estados Financieros,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Estados_Financieros/SITUACION-ECONOMICA-FINANCIERA-2_57d5e4fb.pdf,text
,3Q,Estados Financieros,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Estados_Financieros/SITUACION-ECONOMICA-FINANCIERA-3°TRIMESTRE.pdf,text
,4Q,Estados Financieros,/Users/flong/Developer/cda-transparencia/frontend/public/data/organized_pdfs/2023/Estados_Financieros/SITUACION-ECONOMICA-FINANCIERA-4°TRIMESTRE.pdf,text

